City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
535,Prata,BR,70.36,scattered clouds,-19.3072,-48.9242,Hotel Pontal Aluga-se Quitinetes e suítes mensalmente
536,College,US,74.28,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
545,Tabuk,PH,74.71,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
546,Oussouye,SN,81.73,overcast clouds,12.485,-16.5469,Auberge du Routard
556,Kumba,CM,71.98,overcast clouds,4.6363,9.4469,El Bethel Hotel
559,Kita,ML,76.53,light rain,13.0349,-9.4895,Hôtel Chat Rouge
560,Tateyama,JP,84.02,clear sky,34.9833,139.8667,Tateyama Seaside Hotel
564,Gunjur,GM,80.67,scattered clouds,13.2019,-16.7339,Kuba Lodge
567,Karaton,ID,79.95,scattered clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
569,Veinte De Noviembre,MX,87.22,overcast clouds,14.9833,-92.25,Proyecto Yum kaax
570,Naica,MX,88.86,clear sky,27.85,-105.4833,Departamentos Nicole
571,Kutum,SD,76.71,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
572,Newport,GB,74.52,clear sky,51.5877,-2.9984,ibis budget Newport
573,Bozhou,CN,73.74,light rain,33.8772,115.7703,Haitian Hotel
575,Jagupit,PH,78.24,overcast clouds,9.2422,125.5581,3M Travellers Inn
576,Nijar,ES,73.89,clear sky,36.9665,-2.206,La Casa del Cine
577,Tanda,IN,81.55,light rain,26.55,82.65,MUMTAZ GANJ TANDA
578,Vicuna,CL,74.77,broken clouds,-30.0319,-70.7081,Los Mosaicos
581,Moerai,PF,73.99,clear sky,-22.4333,-151.3333,Le Manotel
582,Ciudad Bolivar,VE,79.97,overcast clouds,8.1222,-63.5497,Hotel Edi
583,Marsh Harbour,BS,84.38,light rain,26.5412,-77.0636,Abaco Beach Resort
585,Mardan,PK,79.34,overcast clouds,34.2019,72.0525,Khyber tobacco
586,Ugoofaaru,MV,83.12,overcast clouds,5.6667,73.0,Ungoofaaru Inn
588,Olinda,BR,73.13,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
589,Tuy Hoa,VN,82.51,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
591,Texarkana,US,89.74,few clouds,33.4251,-94.0477,"Holiday Inn Express & Suites Texarkana, an IHG Hotel"
592,Bontang,ID,74.95,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
593,Kushmurun,KZ,71.67,broken clouds,52.4503,64.6311,Gostinitsa Pri Depo
594,Hengshan,CN,76.57,broken clouds,45.2,130.9167,Jincheng Hotel
596,Hayesville,US,77.92,broken clouds,44.986,-122.9829,"DoubleTree by Hilton Hotel Salem, Oregon"
598,Caucaia,BR,80.55,clear sky,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
602,Camocim,BR,80.24,scattered clouds,-2.9022,-40.8411,Hotel Ilha do Amor
603,Havre,FR,72.03,clear sky,49.5833,0.3333,gite bois jourdain
605,Cartagena Del Chaira,CO,70.02,overcast clouds,1.3349,-74.8429,HOTEL LA ROCA
610,Shelburne,CA,72.55,clear sky,44.0787,-80.2041,The Retreat at the Farm
616,Ilebo,CD,75.47,few clouds,-4.3167,20.5833,Hôtel BUMAK
618,Altamira,BR,78.24,scattered clouds,-3.2033,-52.2064,Requinte Hotel
620,Sao Luis De Montes Belos,BR,73.85,clear sky,-16.525,-50.3722,Hotel Farol
623,Kismayo,SO,76.15,light rain,-0.3582,42.5454,Agan-Hotel
625,Petatlan,MX,88.97,broken clouds,17.5167,-101.2667,Hotel California Petatlán
628,Myrtle Beach,US,88.27,broken clouds,33.6891,-78.8867,Bay View Resort Myrtle Beach
630,Tura,IN,75.49,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
631,Saint Albans,GB,74.12,clear sky,51.75,-0.3333,Quality Hotel St. Albans
632,Paralimni,CY,80.11,clear sky,35.0375,33.9833,Amore Hotel Apartments
633,Deqing,CN,80.56,broken clouds,30.5448,119.9599,Narada Boutique Hotel Huzhou Deqing
634,Panlaitan,PH,82.27,heavy intensity rain,12.1191,119.8486,Panlaitan Cetro Beach
635,Tamasopo,MX,77.86,scattered clouds,21.9333,-99.4833,La Pozita Azul
637,San Patricio,US,88.52,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
638,Jacareacanga,BR,85.48,few clouds,-6.2222,-57.7528,Casa do Ian😎
639,Umm Lajj,SA,85.8,broken clouds,25.0213,37.2685,Moon light Furnished Units
645,Mancio Lima,BR,82.22,clear sky,-7.6142,-72.8958,Hotel e Distribuidora Voyage
648,Tutoia,BR,79.23,clear sky,-2.7619,-42.2744,Pousada Guará's
650,Chattanooga,US,87.8,scattered clouds,35.0456,-85.3097,The Read House
651,Galle,LK,79.84,overcast clouds,6.0367,80.217,Amangalla
652,Idlib,SY,78.19,clear sky,35.9306,36.6339,مركز تسيل للتجميل
653,Mattru,SL,74.64,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
656,Aranda De Duero,ES,74.91,clear sky,41.6704,-3.6892,Hotel Villa De Aranda
658,Itaituba,BR,82.83,scattered clouds,-4.2761,-55.9836,Hotel Campos
659,Tezu,IN,78.89,overcast clouds,27.9167,96.1667,Circuit House
660,Monroe,US,75.69,few clouds,43.1501,-77.6831,"Staybridge Suites Rochester University, an IHG Hotel"
663,Matagami,CA,70.92,clear sky,49.7502,-77.6328,Hôtel Matagami
665,Kloulklubed,PW,84.13,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
669,Benghazi,LY,79.7,clear sky,32.1167,20.0667,Tibesti Hotel
674,Oriximina,BR,80.01,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
677,Sao Jose Da Coroa Grande,BR,75.2,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
678,Sokoto,NG,84.0,overcast clouds,13.0609,5.239,Shukura Coral Hotel
683,Marshall,US,87.78,clear sky,34.3834,-86.3333,Riverview Campground
685,Sabha,LY,86.43,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
686,Coro,VE,83.73,scattered clouds,11.4045,-69.6734,Federal
688,Florence,IT,76.68,clear sky,43.7667,11.25,Italiana Hotels Florence
689,Emilio Carranza,MX,85.78,scattered clouds,19.9711,-96.6114,casa carranza
690,Basco,PH,83.05,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
691,Ajdabiya,LY,78.13,clear sky,30.7554,20.2263,Almadina Hotel
694,Mayo,US,88.57,haze,38.8876,-76.5119,Resorts Resource Group International
695,San Quintin,MX,76.05,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
697,La Asuncion,VE,79.45,scattered clouds,11.0333,-63.8628,Colinas de Matasiete
699,Wanning,CN,79.47,overcast clouds,18.8003,110.3967,Paradise Hotel
701,Hirara,JP,82.67,heavy intensity rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
