City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Ufimskiy,RU,56.7084,58.0517,62.31,94,73,5.08,broken clouds
351,Akyab,MM,20.15,92.9,79.23,90,78,6.55,broken clouds
352,Tiksi,RU,71.6872,128.8694,46.56,72,36,4.7,scattered clouds
353,Freetown,SL,8.484,-13.2299,76.68,88,100,6.11,overcast clouds
354,Novyye Burasy,RU,52.1324,46.0714,65.61,90,97,5.77,overcast clouds
355,Andenes,NO,69.3143,16.1194,46.38,87,90,19.57,overcast clouds
356,Jiuquan,CN,39.7432,98.5174,67.51,56,100,3.11,overcast clouds
357,Caterman,PH,17.2036,120.4214,78.3,89,100,7.65,overcast clouds
358,Jaffrey,US,42.814,-72.0231,81.36,83,75,0,mist
359,Parksville,CA,49.3163,-124.3195,75.96,58,8,12.66,clear sky
360,Kavieng,PG,-2.5744,150.7967,82.44,73,100,5.44,overcast clouds
361,Nemuro,JP,43.3236,145.575,60.39,94,99,8.14,overcast clouds
362,Port Keats,AU,-14.25,129.55,70.12,26,12,8.16,few clouds
363,Aanekoski,FI,62.6946,25.818,51.87,71,24,6.26,few clouds
364,Leningradskiy,RU,69.3833,178.4167,37.89,73,23,10.16,few clouds
365,Saint-Augustin,CA,51.226,-58.6502,59.63,85,89,13.49,overcast clouds
366,Anloga,GH,5.7947,0.8973,79.02,83,64,13.82,broken clouds
367,Shahr-E Kord,IR,32.3256,50.8644,69.57,28,20,4.61,few clouds
368,Makakilo City,US,21.3469,-158.0858,81.68,63,90,10.36,light rain
369,Manama,BH,26.2154,50.5832,96.35,63,0,13.8,clear sky
370,Ariquemes,BR,-9.9133,-63.0408,77.65,46,48,2.24,scattered clouds
371,Nsoko,SZ,-27.0333,31.95,57.51,52,0,4.18,clear sky
372,Ossora,RU,59.2353,163.0719,62.83,70,100,3.8,overcast clouds
373,Maarianhamina,AX,60.0973,19.9348,46.26,93,0,3.44,clear sky
374,Sayyan,YE,15.1718,44.3244,61.41,77,100,1.86,overcast clouds
375,Bonavista,CA,48.6499,-53.1147,66.2,99,100,10.27,light rain
376,Ternate,ID,0.8,127.4,80.8,77,63,2.98,broken clouds
377,Sorland,NO,67.667,12.6934,49.8,77,100,22.12,overcast clouds
378,La Ronge,CA,55.1001,-105.2842,70.02,60,90,4.61,smoke
379,Ballina,AU,-28.8667,153.5667,55.78,62,2,14.97,clear sky
380,College,US,64.8569,-147.8028,84.52,35,40,0,smoke
381,Shakawe,BW,-18.3667,21.85,52.11,35,0,5.17,clear sky
382,Lasa,IT,46.6166,10.7002,68.88,76,1,3.44,clear sky
383,Zeya,RU,53.75,127.2667,69.89,88,61,1.95,broken clouds
384,Turbat,PK,26.0023,63.044,85.06,82,14,5.12,few clouds
385,Chenghai,CN,23.4632,116.768,76.91,100,100,2.24,overcast clouds
386,Houston,US,29.7633,-95.3633,92.05,62,20,1.99,few clouds
387,Kiknur,RU,57.3034,47.2011,59.07,96,16,6.13,few clouds
388,Ponta Delgada,PT,37.7333,-25.6667,68.72,100,40,11.5,scattered clouds
389,Juneau,US,58.3019,-134.4197,74.1,70,40,11.5,scattered clouds
390,Falmouth,GB,50.1544,-5.0711,72.5,100,3,3.91,clear sky
391,Karratha,AU,-20.7377,116.8463,68.11,79,36,7.72,scattered clouds
392,Mandera,KE,3.9366,41.867,78.06,55,100,18.05,overcast clouds
393,Thiruvananthapuram,IN,8.4833,76.9167,78.78,89,40,5.75,mist
394,Tokur,RU,53.1333,132.9,67.77,92,78,4.76,light rain
395,Paita,PE,-5.0892,-81.1144,67.46,81,5,13.67,clear sky
396,Albanel,CA,48.8832,-72.4487,69.78,46,100,8.05,overcast clouds
397,Hualmay,PE,-11.0964,-77.6139,64.87,76,20,7.54,few clouds
398,Miri,MY,4.4148,114.0089,75.34,100,20,2.3,few clouds
399,Faanui,PF,-16.4833,-151.75,78.6,77,18,21.05,light rain
400,Burns Lake,CA,54.2331,-125.7533,67.42,67,89,9.55,light rain
401,Mungwi,ZM,-10.1732,31.3694,52.84,64,0,4.05,clear sky
402,Vardo,NO,70.3705,31.1107,42.42,93,93,16.15,light rain
403,Matamoros,MX,25.5333,-103.25,93.11,22,20,11.92,few clouds
404,Bursa,TR,40.1667,29.0833,64.44,60,0,0.85,clear sky
405,Juegang,CN,32.3174,121.1855,80.2,83,38,12.95,scattered clouds
406,Mwene-Ditu,CD,-7,23.45,69.19,37,59,4.25,broken clouds
407,Souillac,MU,-20.5167,57.5167,71.37,64,75,17.27,broken clouds
408,Itoman,JP,26.1247,127.6694,81.37,91,75,27.63,broken clouds
409,Khuzhir,RU,53.1939,107.3397,50.45,92,100,10.96,overcast clouds
410,Montrose,US,38.4166,-108.2673,85.41,30,100,3.06,overcast clouds
411,Pyay,MM,18.8167,95.2167,76.08,96,100,7.45,overcast clouds
412,Marau,BR,-28.4492,-52.2,44.76,71,98,2.59,overcast clouds
413,Estacion Coahuila,MX,32.1939,-115.0017,108.7,24,93,8.72,overcast clouds
414,Zhangye,CN,38.9342,100.4517,70.11,49,100,9.91,overcast clouds
415,Hervey Bay,AU,-25.2986,152.8535,56.01,61,0,5.01,clear sky
416,Oriximina,BR,-1.7656,-55.8661,81.61,66,74,3.11,broken clouds
417,Acarau,BR,-2.8856,-40.12,79.56,82,5,17.49,clear sky
418,Nong Bua,TH,15.8646,100.5858,75.69,91,100,5.5,light rain
419,Sept-Iles,CA,50.2001,-66.3821,66.72,73,75,5.99,broken clouds
420,Pandan,PH,14.0453,124.1694,81.79,83,100,12.73,overcast clouds
421,Teguise,ES,29.0605,-13.564,66.42,78,40,19.57,scattered clouds
422,Buribay,RU,51.9617,58.1592,70.3,49,45,6.02,scattered clouds
423,Labuhan,ID,-6.8844,112.2051,75.29,87,58,8.08,broken clouds
424,Vaitape,PF,-16.5167,-151.75,78.58,77,18,21.03,light rain
425,Ocampo,MX,21.65,-101.5,74.66,28,78,11.54,broken clouds
426,Samarai,PG,-10.6167,150.6667,78.82,81,98,14.54,overcast clouds
427,Nantucket,US,41.2835,-70.0995,81.97,83,1,9.22,clear sky
428,Egvekinot,RU,66.3167,-179.1667,41.23,73,96,6.46,overcast clouds
429,Lokosovo,RU,61.1333,74.8167,59.88,79,63,4.83,broken clouds
430,Yinchuan,CN,38.4681,106.2731,73.36,64,10,6.26,clear sky
431,Gazanjyk,TM,39.2446,55.5154,87.28,28,0,5.77,clear sky
432,Lewisporte,CA,49.2499,-55.0482,71.13,95,100,10.09,overcast clouds
433,Luderitz,NA,-26.6481,15.1594,52.54,64,0,22.91,clear sky
434,Hurghada,EG,27.2574,33.8129,95.04,17,0,19.57,clear sky
435,Estelle,US,29.8458,-90.1067,84.2,76,75,11.5,broken clouds
436,Bereznik,RU,62.8551,42.7072,50.81,91,88,5.59,overcast clouds
437,Sabha,LY,27.0377,14.4283,85.87,18,0,10.36,clear sky
438,Krasnoselkup,RU,65.7,82.4667,54.61,66,1,5.64,clear sky
439,Tungor,RU,53.3808,142.9564,64.56,68,100,13.65,overcast clouds
440,Saint Anthony,US,45.0205,-93.218,89.22,54,1,1.99,haze
441,Barcelos,PT,41.5388,-8.6151,66.92,97,31,3.4,scattered clouds
442,Nuuk,GL,64.1835,-51.7216,48.81,71,75,0,broken clouds
443,Nanchang,CN,28.6833,115.8833,80.65,86,100,4.16,overcast clouds
444,Itarema,BR,-2.9248,-39.9167,79.41,81,8,15.82,clear sky
445,Luwuk,ID,-0.9516,122.7875,76.73,90,71,4.12,broken clouds
446,Adrar,MR,20.5022,-10.0711,93.58,8,8,11.92,clear sky
447,Gimli,CA,50.6336,-96.9907,69.82,78,100,8.05,overcast clouds
448,Nkayi,CG,-4.1841,13.2884,72.97,71,3,4.12,clear sky
449,Obo,CF,5.3998,26.4869,65.7,95,48,3.87,scattered clouds
450,Nishihara,JP,26.1842,127.7558,80.65,92,90,29.93,mist
451,Goderich,CA,43.7501,-81.7165,71.92,78,25,12.66,scattered clouds
452,Patnanungan,PH,14.7833,122.1833,82.44,79,100,19.64,overcast clouds
453,Sorong,ID,-0.8833,131.25,79.12,83,93,4.43,overcast clouds
454,Kamenka,RU,51.3223,42.7678,66.87,81,59,2.06,broken clouds
455,Akonolinga,CM,3.7667,12.25,69.21,94,99,3.56,overcast clouds
456,Dalbandin,PK,28.8947,64.4101,84.13,16,0,10.45,clear sky
457,Buenaventura,CO,3.8801,-77.0312,79.48,91,59,4.14,broken clouds
458,Mto Wa Mbu,TZ,-3.35,35.85,64.83,66,35,2.59,scattered clouds
459,Toba,JP,34.4833,136.85,86.29,76,6,4.21,clear sky
460,Jintur,IN,19.6167,76.7,74.71,87,100,11.25,moderate rain
461,Bud,US,39.447,-86.1758,84.2,56,17,5.1,few clouds
462,Coquimbo,CL,-29.9533,-71.3436,53.33,82,40,9.22,scattered clouds
463,Demidov,RU,55.2706,31.515,55.27,74,72,3.49,broken clouds
464,Okhotsk,RU,59.3833,143.3,60.78,78,49,8.9,scattered clouds
465,Kjollefjord,NO,70.9457,27.3465,42.84,95,100,21,light rain
466,Arrecife,ES,28.963,-13.5477,69.87,78,40,19.57,scattered clouds
467,Sehithwa,BW,-20.4667,22.7167,52.86,33,0,5.46,clear sky
468,Tete,MZ,-16.1564,33.5867,62.69,63,0,0,clear sky
469,Yeppoon,AU,-23.1333,150.7333,55.18,43,0,8.12,clear sky
470,Aden,YE,12.7794,45.0367,84.25,73,67,17.67,broken clouds
471,Marquette,US,46.5333,-87.6335,62.82,68,64,6.51,broken clouds
472,Saint-Tite,CA,46.7334,-72.5658,74.17,82,99,7.96,overcast clouds
473,Grand Gaube,MU,-20.0064,57.6608,71.38,57,62,10,broken clouds
474,Peruibe,BR,-24.32,-46.9983,55.96,81,100,2.64,overcast clouds
475,Camaqua,BR,-30.8511,-51.8122,47.05,75,44,4.56,scattered clouds
476,Pandamatenga,BW,-18.5278,25.627,53.47,47,9,3.58,clear sky
477,Peace River,CA,56.2501,-117.286,68.31,77,90,13.8,smoke
478,Cantapoy,PH,9.4906,125.4364,82,77,100,6.42,overcast clouds
479,Chotila,IN,22.4167,71.1833,79.95,82,97,20.02,overcast clouds
480,Bilma,NE,18.6853,12.9164,91.62,23,32,9.1,scattered clouds
481,Poronaysk,RU,49.2167,143.1167,60.62,84,100,6.76,overcast clouds
482,Calama,CL,-22.4667,-68.9333,68.49,4,33,16.11,scattered clouds
483,Codajas,BR,-3.8367,-62.0569,79.84,69,95,2.64,overcast clouds
484,Naze,JP,28.3667,129.4833,77.92,92,100,33.02,overcast clouds
485,Qitaihe,CN,45.8,130.85,78.03,81,88,2.28,overcast clouds
486,Sambava,MG,-14.2667,50.1667,71.37,87,79,16.17,moderate rain
487,Ilek,RU,51.5271,53.3831,72.86,64,88,4.5,overcast clouds
488,Jiayuguan,CN,39.8167,98.3,66.15,57,96,1.43,overcast clouds
489,Bongandanga,CD,1.5,21.05,73.69,67,100,2.98,overcast clouds
490,Diffa,NE,13.3154,12.6113,87.39,45,47,6.55,scattered clouds
491,Creston,US,41.0586,-94.3614,83.64,61,1,5.75,clear sky
492,Steubenville,US,40.3698,-80.634,83.98,65,31,1.01,scattered clouds
493,Maumere,ID,-8.6199,122.2111,77.94,82,18,7.29,few clouds
494,San Jeronimo,PE,-11.9472,-75.2829,51.26,71,61,4.79,broken clouds
495,Dudinka,RU,69.4058,86.1778,52.84,62,7,2.95,clear sky
496,Nushki,PK,29.5542,66.0215,82.49,13,0,6.29,clear sky
497,Chandia,IN,23.65,80.7,76.33,90,100,8.75,overcast clouds
498,Haapiti,PF,-17.5667,-149.8667,83.93,77,1,21.63,light rain
499,Georgiyevka,KZ,43.0369,74.7114,71.64,43,0,8.95,clear sky
500,Gorontalo,ID,0.5412,123.0595,77.07,87,93,1.57,overcast clouds
501,Alofi,NU,-19.0595,-169.9187,78.69,73,40,12.66,scattered clouds
502,Constitucion,CL,-35.3333,-72.4167,55.74,82,71,8.08,broken clouds
503,Oberkirch,DE,48.5324,8.0786,66.42,75,0,3.85,clear sky
504,Haines Junction,CA,60.7522,-137.5108,75.15,41,62,3.44,broken clouds
505,Alice Springs,AU,-23.7,133.8833,42.35,65,0,0,clear sky
506,Kasempa,ZM,-13.4584,25.8338,56.12,48,9,4,clear sky
507,Grand-Santi,GF,4.25,-54.3833,73.71,97,82,0.83,broken clouds
508,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,5.75,mist
509,Monrovia,LR,6.3005,-10.7969,77.27,79,100,11.95,overcast clouds
510,Ventimiglia,IT,43.7935,7.6026,76.05,85,0,1.86,clear sky
511,Steamboat Springs,US,40.485,-106.8317,83.07,41,75,3.44,broken clouds
512,Sonoita,MX,31.85,-112.8333,97.81,32,100,7.14,overcast clouds
513,Ranau,MY,5.9538,116.6641,68.65,72,100,2.08,overcast clouds
514,Carroll,US,39.5501,-77.0164,88.99,63,1,1.39,clear sky
515,Ranong,TH,9.9658,98.6348,80.04,87,100,14.97,moderate rain
516,Makat,KZ,47.6469,53.3463,86.36,34,74,6.91,broken clouds
517,Iisaku,EE,59.1014,27.3081,54.73,92,19,8.01,few clouds
518,Pontianak,ID,-0.0333,109.3333,75.18,100,40,4.61,scattered clouds
519,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,18.41,scattered clouds
520,Chiredzi,ZW,-21.05,31.6667,58.62,56,1,2.37,clear sky
521,Sernur,RU,56.9333,49.1536,59,96,26,6.2,scattered clouds
522,Winnemucca,US,40.973,-117.7357,90.1,27,40,11.5,scattered clouds
523,Esmeraldas,BR,-19.7625,-44.3139,69.04,48,52,6.98,broken clouds
524,Avera,US,33.194,-82.5271,76.71,83,99,5.17,overcast clouds
525,Finschhafen,PG,-6.6024,147.8681,81.18,72,93,7.02,overcast clouds
526,Gannan,CN,47.9147,123.5031,78.03,80,21,2.37,few clouds
527,Oskarshamn,SE,57.2645,16.4484,65.8,81,83,6.4,broken clouds
528,Waitati,NZ,-45.75,170.5667,47.8,66,74,3.22,broken clouds
529,Mahibadhoo,MV,3.7833,72.9667,82.31,76,83,12.17,broken clouds
530,Homer,US,59.6425,-151.5483,60.08,87,90,4.61,moderate rain
531,Saint-Pierre-Des-Corps,FR,47.3833,0.7333,70.45,68,0,8.05,clear sky
532,Atambua,ID,-9.1061,124.8925,72.18,81,24,5.39,few clouds
533,Hailar,CN,49.2,119.7,74.05,75,50,3.98,scattered clouds
534,Alyangula,AU,-13.8483,136.4192,58.87,88,20,0,few clouds
535,Nyurba,RU,63.2842,118.3319,61.61,87,45,3.47,scattered clouds
536,Hanstholm,DK,57.1167,8.6167,59.76,80,78,23.02,broken clouds
537,Verkhnyaya Inta,RU,65.9811,60.3094,49.84,81,68,4.85,broken clouds
538,Swan Hill,AU,-35.3378,143.5544,42.22,76,1,9.28,clear sky
539,Novyy Urengoy,RU,66.0833,76.6333,58.15,71,80,11.97,broken clouds
540,Mainaguri,IN,26.5667,88.8167,80.08,88,98,3.87,overcast clouds
541,Eqbaliyeh,IR,35.3022,51.5358,85.82,15,0,11.61,clear sky
542,Excelsior Springs,US,39.3392,-94.2261,88.5,45,40,3.44,scattered clouds
543,Hede,CN,33.7681,120.2517,79.77,84,82,9.84,broken clouds
544,Vanimo,PG,-2.6741,141.3028,75.92,93,100,4.56,overcast clouds
545,Mangrol,IN,21.1167,70.1167,82.72,83,99,24.02,overcast clouds
546,Kalat,PK,29.0225,66.5916,68.4,21,0,4.59,clear sky
547,Langarud,IR,37.197,50.1535,81.81,69,3,2.35,clear sky
548,Goundam,ML,16.4145,-3.6708,96.91,32,100,13.47,overcast clouds
549,Itaituba,BR,-4.2761,-55.9836,80.06,54,20,2.66,few clouds
550,Mangan,IN,27.5167,88.5333,75.96,88,100,1.59,overcast clouds
551,Belgrade,RS,44.804,20.4651,67.46,78,0,6.91,clear sky
552,Evensk,RU,61.95,159.2333,55.45,76,47,7.94,scattered clouds
553,Sarangani,PH,5.4033,125.4636,84.13,71,42,10.96,scattered clouds
554,Chubbuck,US,42.9208,-112.4661,82.29,43,75,13,broken clouds
555,Rio Grande,BR,-32.035,-52.0986,50.88,71,0,8.3,clear sky
556,Dinguiraye,GN,11.3,-10.7167,73.65,89,96,3.4,light rain
557,Ginda,IN,30.6945,78.4932,65.57,92,100,0.72,overcast clouds
558,Piet Retief,ZA,-27.0071,30.8132,40.26,44,0,5.21,clear sky
559,Aripuana,BR,-9.1667,-60.6333,77.85,46,1,2.28,clear sky
560,Ennigerloh,DE,51.8333,8.0167,59.9,90,0,2.93,clear sky
561,Tura,IN,25.5198,90.2201,74.82,96,100,4.56,overcast clouds
562,Kirakira,SB,-10.4544,161.9205,83.79,70,23,7,few clouds
563,Sinjai,ID,-5.1241,120.253,75.76,89,100,1.66,overcast clouds
564,Otjiwarongo,NA,-20.4637,16.6477,51.85,38,0,7.61,clear sky
565,Pirojpur,BD,22.5667,89.9833,80.24,89,95,3.53,overcast clouds
566,Jizan,SA,17.3333,42.6667,79.74,65,97,4.92,overcast clouds
567,Tra Vinh,VN,9.9347,106.3453,76.59,92,100,4.54,overcast clouds
568,Ajdabiya,LY,30.7554,20.2263,77.56,76,0,9.93,clear sky
569,Syke,DE,52.9,8.8333,64.67,82,75,3.44,broken clouds
570,Aasiaat,GL,68.7098,-52.8699,38.08,92,97,5.99,overcast clouds
571,Gitega,BI,-3.5,29.95,62.1,59,39,2.01,scattered clouds
572,Lac Du Bonnet,CA,50.2536,-96.0612,81.64,42,100,3.44,overcast clouds
573,Aleksandrov Gay,RU,50.147,48.5704,78.73,49,19,6.2,few clouds
574,Russell,US,32.3502,-85.1999,77.95,82,75,0,broken clouds
575,Port-Cartier,CA,50.0334,-66.8654,66.42,73,26,5.01,scattered clouds
576,Inhambane,MZ,-23.865,35.3833,68.02,85,13,5.86,few clouds
577,Kalininsk,RU,51.5,44.4758,67.03,92,79,3.4,broken clouds
578,Skibbereen,IE,51.55,-9.2667,66,90,34,5.95,scattered clouds
579,Axim,GH,4.8699,-2.2405,75.38,81,1,8.03,clear sky
580,Kupang,ID,-10.1667,123.5833,77.58,78,20,10.36,few clouds
581,Preeceville,CA,51.95,-102.6677,75.42,58,99,13.29,overcast clouds
582,Namtsy,RU,62.7161,129.6658,64.51,87,100,3.94,overcast clouds
583,Iguape,BR,-24.7081,-47.5553,58.15,77,86,5.61,overcast clouds
584,Luanda,AO,-8.8368,13.2343,68.32,89,10,8.7,clear sky
585,Trairi,BR,-3.2778,-39.2689,79.02,80,8,10.6,clear sky
586,Mana,GF,5.6592,-53.7767,78.49,84,43,5.08,scattered clouds
587,Fukue,JP,32.6881,128.8419,79.95,72,100,10.38,overcast clouds
588,Wagar,SD,16.1525,36.2032,77.16,78,100,10.78,overcast clouds
589,Lagos,NG,6.5833,3.75,79.12,89,100,5.19,overcast clouds
590,Turkan,AZ,40.3639,50.215,78.98,83,0,0,clear sky
591,Korla,CN,41.7597,86.1469,77.52,43,39,3.71,scattered clouds
592,Pervomayskoye,RU,43.919,46.7102,75.56,52,0,6.58,clear sky
593,La Palma,US,33.8464,-118.0467,108.81,45,20,7,few clouds
594,Rexburg,US,43.826,-111.7897,89.58,23,1,11.5,clear sky
595,Ketchikan,US,55.3422,-131.6461,61.27,88,90,12.66,light rain
596,Las Vegas,US,36.175,-115.1372,106.48,22,1,8.05,clear sky
597,Nadvoitsy,RU,63.8667,34.3167,48.13,69,76,7.58,broken clouds
598,Sechura,PE,-5.5569,-80.8222,70.56,71,3,13.98,clear sky
599,Cayenne,GF,4.9333,-52.3333,82.09,80,0,1.01,clear sky
600,Jaguariaiva,BR,-24.2511,-49.7058,45.81,69,98,4.21,overcast clouds
601,Alugan,PH,12.2188,125.4808,80.51,82,100,8.99,overcast clouds
602,Riyadh,SA,24.6877,46.7219,93.34,28,100,2.24,overcast clouds
603,Olafsvik,IS,64.8945,-23.7142,52,95,97,16.02,overcast clouds
604,Rawlins,US,41.7911,-107.2387,82.29,26,40,13.8,scattered clouds
605,Pundaguitan,PH,6.3711,126.1689,83.88,70,56,7.05,broken clouds
606,Puerto Lempira,HN,15.2667,-83.7667,84.34,84,75,13.8,broken clouds
607,Coihaique,CL,-45.5752,-72.0662,45.21,70,75,2.3,broken clouds
608,Robstown,US,27.7903,-97.6689,93.54,68,75,4.61,broken clouds
609,Utete,TZ,-7.986,38.758,69.21,98,24,1.66,few clouds
610,Tara,RU,56.8944,74.371,56.95,91,14,3.38,few clouds
611,Saquarema,BR,-22.92,-42.5103,64.42,67,77,5.03,broken clouds
612,Berberati,CF,4.2612,15.7922,68.99,96,99,2.13,overcast clouds
613,Holland,US,42.7875,-86.1089,83.03,71,1,1.01,clear sky
614,Tigil,RU,57.8,158.6667,66.15,60,97,15.46,overcast clouds
615,Bronnoysund,NO,65.4625,12.1997,51.8,76,90,12.66,overcast clouds
616,Mandurah,AU,-32.55,115.7,55.22,90,100,17.49,overcast clouds
617,Cerrito,CO,6.8432,-72.694,61.99,85,77,4.36,broken clouds
618,Todiresti,RO,47.3167,26.8333,63.88,91,96,18.77,overcast clouds
619,Xuddur,SO,4.1213,43.8894,71.06,58,50,18.52,scattered clouds
620,Sao Joao Da Barra,BR,-21.6403,-41.0511,64.6,68,89,10.29,overcast clouds
621,Monte Alegre,BR,-2.0078,-54.0692,79.75,73,69,1.7,broken clouds
622,Lacolle,CA,45.0834,-73.3659,76.28,79,38,3.74,moderate rain
623,Berezovyy,RU,51.6667,135.7,81.88,64,65,5.53,broken clouds
624,Karlovo,BG,42.6333,24.8,74.37,86,10,4.74,clear sky
625,Arman,RU,59.7,150.1667,60.64,78,99,4.23,overcast clouds
626,Tucuma,BR,-0.1833,-50.05,76.78,91,23,6.35,few clouds
627,Ukiah,US,39.1502,-123.2078,103.12,24,1,11.5,clear sky
628,Santa Cruz,BO,-17.8,-63.1667,66.25,34,75,3.44,broken clouds
629,Zanjan,IR,36.6736,48.4787,73.83,35,0,5.21,clear sky
630,High Level,CA,58.5169,-117.136,75.31,50,75,3.44,smoke
631,Teya,RU,60.3778,92.6267,57.76,73,93,3.36,overcast clouds
632,Henties Bay,NA,-22.116,14.2845,55.85,91,0,10,clear sky
633,Bitung,ID,1.4451,125.1824,79.65,78,93,4.32,overcast clouds
634,Hutchinson,US,38.0608,-97.9298,88.2,45,1,1.99,clear sky
635,Malindi,KE,-3.2175,40.1191,75.96,83,9,18.28,clear sky
636,Dedza,MW,-14.3779,34.3332,52.93,60,0,2.06,clear sky
637,Canutama,BR,-6.5339,-64.3831,79.83,52,0,1.5,clear sky
638,Port Lincoln,AU,-34.7333,135.8667,51.4,61,100,3.8,overcast clouds
639,San Francisco,US,37.7749,-122.4194,95.04,74,20,4,few clouds
640,Tyukhtet,RU,56.5389,89.3011,55.65,87,45,3.38,scattered clouds
641,Marienburg,PL,54.0359,19.0266,60.46,93,23,6.31,few clouds
642,Gravdal,NO,68.1214,13.5031,49.33,78,92,18.86,overcast clouds
643,Kosonsoy,UZ,41.2561,71.5508,70.47,46,23,6.49,few clouds
644,Turayf,SA,31.6725,38.6637,84.45,34,0,17.27,clear sky
645,Prabumulih,ID,-3.45,104.25,74.05,94,77,2.44,broken clouds
646,Genhe,CN,50.7833,121.5167,70.34,86,95,2.21,overcast clouds
647,Uvarovka,RU,55.5278,35.6061,56.93,82,79,4.79,broken clouds
648,Mwense,ZM,-10.3845,28.698,59.41,49,0,2.66,clear sky
649,Kant,IN,27.8,79.8,78.55,92,100,4.36,heavy intensity rain
650,Svetlogorsk,BY,52.6333,29.7333,64.49,72,99,7.74,light rain
651,Sistranda,NO,63.7256,8.834,49.96,75,92,11.81,overcast clouds
652,Tromso,NO,69.6496,18.957,47.05,81,75,1.99,broken clouds
653,Sosua,DO,19.7667,-70.5167,91.38,79,20,0,few clouds
654,Thunder Bay,CA,48.4001,-89.3168,73.99,31,20,4.61,few clouds
655,Whitehorse,CA,60.7161,-135.0538,75.02,33,75,5.01,broken clouds
656,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,78,40,13.38,scattered clouds
657,Puerto Leguizamo,CO,-0.1934,-74.7819,71.98,98,56,2.77,broken clouds
658,Sawtell,AU,-30.3833,153.1,53.62,73,7,8.05,clear sky
659,Kalangala,UG,-0.3089,32.225,72.41,65,83,9.46,broken clouds
660,Katobu,ID,-4.9408,122.5276,72.79,98,100,2.17,overcast clouds
661,Zhoucheng,CN,35.9122,116.3117,75.27,93,100,8.99,light rain
662,Esso,RU,55.9333,158.7,66.13,66,93,5.99,overcast clouds
663,Sumbe,AO,-11.2061,13.8437,69.21,88,6,7.63,clear sky
664,Santiago Del Estero,AR,-27.7951,-64.2615,55.8,26,0,7.25,clear sky
665,Show Low,US,34.2542,-110.0298,89.31,46,1,16.11,clear sky
666,Miragoane,HT,18.4423,-73.0876,84.7,71,31,7.27,scattered clouds
667,Rafaela,AR,-31.2503,-61.4867,56.98,42,0,4,clear sky
668,Sangareddi,IN,17.6294,78.0917,72.81,89,100,15.77,very heavy rain
669,Oussouye,SN,12.485,-16.5469,86.18,82,100,5.59,overcast clouds
670,Hongjiang,CN,27.11,109.9956,77.02,92,80,1.14,broken clouds
671,Manta,EC,-0.95,-80.7333,78.58,73,75,9.22,broken clouds
672,Hanzhong,CN,33.0728,107.0303,71.65,95,8,1.41,clear sky
673,Noumea,NC,-22.2763,166.4572,72,99,94,8.46,overcast clouds
674,Waterboro,US,43.5356,-70.7151,80.38,81,1,5.75,clear sky
